AR010910034,000151570
AR010459800,000151579
AR010376774,000151580
AR010627340,000151581
AR010627368,000151584
AR010627369,000151585
AR010627370,000151586
AR010747419,000151588
AR010627440,000151590
AR010621638,000151591
AR010977277,000151592
AR010654492,000151595
AR010813497,000151596
AR010112741,000151599
AR010741242,000151600
AR010412734,000151601
AR010112754,000151607
AR010557798,000151612
AR010123695,000151613
AR010375912,000151616
AR010801783,000151617
AR010112829,000151619
AR010112832,000151620
AR010645150,000151621
AR010112835,000151622
AR010112838,000151623
AR010460424,000151624
AR010621891,000151628
AR010696951,000151629
AR010846686,000151634
AR010621949,000151638
AR010621993,000151639
AR010666465,000151643
AR010645065,000151648
AR010770522,000151651
AR010377086,000151654
AR010112847,000151655
AR010311913,000151657
AR010147078,000151660
AR010770084,000151662
AR010004662,000151663
AR010173655,000151665
AR010295794,000151667
AR010349647,000151668
AR010376082,000151669
AR010359783,000151670
AR010200688,000151672
AR010295544,000151673
AR010155450,000151674
AR010811384,000151675
AR010295556,000151678
AR010085819,000151684
AR010389065,000151686
AR010451696,000151687
AR010415306,000151691
AR010298624,000151694
AR010021104,000151698
AR010021110,000151699
AR010774087,000151701
AR010252343,000151702
AR010086249,000151704
AR010451794,000151705
AR010255016,000151706
AR010959883,000151707
AR010468517,000151708
AR010354053,000151710
AR010086783,000151711
AR010354057,000151712
AR010249266,000151713
AR010015441,000151714
AR010086795,000151715
AR010451804,000151716
AR010255063,000151717
AR010086780,000151718
AR010730216,000151721
AR010734598,000151724
AR010086312,000151726
AR010681075,000151729
AR010068208,000151731
AR010087207,000151741
AR010451963,000151742
AR010086961,000151744
AR010255356,000151746
AR010868423,000151747
AR010828585,000151756
AR010157068,000151757
AR010357710,000151758
AR010415354,000151763
AR010101328,000151767
AR010114476,000151770
AR010101457,000151780
AR010109651,000151781
AR010442358,000151784
AR010232994,000151785
AR010101566,000151788
AR010442441,000151798
AR010794403,000151800
AR010446182,000151803
AR010446161,000151805
AR010352121,000151806
AR010241006,000151807
AR010292328,000151808
AR010969887,000151809
AR010815906,000151812
AR010241078,000151815
AR010103419,000151819
AR010046037,000151821
AR010120665,000151823
AR010325703,000151824
AR010109677,000151827
AR010471100,000151832
AR010645301,000151839
AR010109686,000151845
AR010471238,000151846
AR010134579,000151849
AR010103852,000151850
AR010112877,000151853
AR010614544,000151864
AR010103984,000151865
AR010645368,000151866
AR010116076,000151867
AR010782051,000151868
AR010688316,000151875
AR010355625,000151878
AR010820023,000151884
AR010843243,000151885
AR010356867,000151886
AR010688419,000151888
AR010116091,000151890
AR010609362,000151892
AR010087433,000151898
AR010104501,000151901
AR010803197,000151902
AR010435536,000151903
AR010435537,000151904
AR010750863,000151913
AR010155839,000151916
AR010640988,000151919
AR010526830,000151920
AR010641001,000151921
AR010254685,000151925
AR010116131,000151927
AR010594728,000151928
AR010699108,000151932
AR010304761,000151934
AR010477075,000151935
AR010461202,000151936
AR010641225,000151939
AR010696536,000151941
AR010760520,000151944
AR010578071,000151947
AR010060553,000151949
AR010060532,000151951
AR010725416,000151952
AR010696547,000151953
AR010760763,000151954
AR010127556,000151955
AR010921529,000151956
AR010468958,000151958
AR010127700,000151961
AR010947436,000151965
AR010174278,000151970
AR010144912,000151978
AR010382285,000151979
AR010760777,000151980
AR010736393,000151981
AR010358385,000151987
AR010578090,000151992
AR010760785,000151996
AR010595243,000151997
AR010696401,000151999
AR010723626,000152001
AR010128366,000152003
AR010775621,000152004
AR010760809,000152005
AR010578105,000152006
AR010985009,000152008
AR010357715,000152012
AR010116150,000152018
